ID,y
1104,112.659273605
1106,112.787457352
1109,94.2521713257
1110,112.61680275
1111,95.0383214569
1112,113.57825798
1114,94.5357098389
1116,94.4616255188
1117,112.918653107
1120,93.9312340546
1124,112.766146469
1125,94.1923442078
1126,112.831261749
1134,112.712704773
1137,94.1964933014
1138,112.808323288
1144,112.599629288
1145,94.6931357574
1146,94.1156463623
1148,94.794226532
1150,93.9630219269
1152,104.454342957
1153,95.0083759308
1154,104.465315018
1155,94.9520010376
1157,93.9732286835
1162,94.9618563843
1165,112.913226776
1166,94.5694828033
1167,103.906028595
1168,94.9326542664
1169,103.922199478
1171,116.397304916
1172,95.0996308136
1173,103.922199478
1174,94.6787167358
1176,95.1601509094
1177,103.950748062
1178,94.6763567352
1182,112.93754921
1186,94.9473350525
1187,113.303364105
1188,94.2041603851
1189,116.378137436
1191,104.575945053
1192,94.9765371704
1197,112.705062485
1198,93.9849106598
1200,77.9648618785
1201,94.8130947113
1203,95.1071469879
1209,116.398974609
1214,104.109885254
1218,112.079019089
1222,94.4259634399
1226,95.282434845
1228,94.7635996246
1230,94.4224827576
1232,77.9648618785
1233,95.636457901
1236,113.909524689
1238,94.5180805969
1241,112.753243637
1244,105.38662178
1246,94.4295836639
1247,113.006984253
1250,113.186187439
1251,94.1890729523
1254,112.996667099
1255,94.5555442047
1256,111.55092186
1257,94.0972772217
1258,94.2897454834
1259,112.756338425
1260,95.1123164368
1263,112.756338425
1267,77.9648618785
1268,112.787660904
1271,95.0185577393
1272,112.754268875
1274,104.630843811
1275,95.0185577393
1276,112.754268875
1277,94.1789683533
1279,94.1867304993
1281,94.805850296
1282,94.2465536499
1283,112.910587845
1285,112.86287674
1286,94.2618425751
1289,112.924425812
1296,113.059772415
1299,94.0322216797
1301,94.622530899
1306,93.9955335236
1307,94.7331549072
1308,94.2016231537
1313,112.754268875
1314,95.2038437653
1315,112.826171494
1316,94.2524333191
1317,112.754268875
1319,94.2658287811
1323,94.9893556213
1324,104.578494949
1325,94.7320324707
1328,104.072128067
1329,94.8816625214
1330,112.864282684
1331,94.5966140747
1332,104.068810806
1337,95.2450981903
1338,112.863081055
1339,94.014462738
1340,113.058314514
1343,113.085503845
1347,104.103769989
1348,94.7297405243
1349,104.561560135
1352,94.1867304993
1354,95.2145819092
1359,113.059705811
1360,94.9893556213
1363,112.754268875
1364,95.2346796417
1365,104.578970261
1366,95.0822312164
1372,95.1492461395
1375,104.432882462
1376,94.6322390747
1378,93.9752962494
1379,113.474041138
1380,94.9893556213
1381,104.002827225
1384,112.910760727
1387,94.0322216797
1388,112.895465012
1392,77.9648618785
1394,105.189252548
1395,95.1003215027
1396,112.756338425
1398,94.7904722595
1399,112.756338425
1400,94.6076908875
1401,94.4884179687
1403,94.8341453552
1404,112.309420853
1406,112.756338425
1407,94.6322390747
1408,112.756338425
1410,77.9648618785
1412,112.756338425
1413,95.1613082123
1415,95.2063033295
1420,112.756338425
1422,112.067928391
1423,110.277022095
1424,112.756338425
1425,95.3247968292
1426,77.9648618785
1427,95.1468972015
1429,93.8274269867
1430,112.831058578
1431,95.2145819092
1432,103.979725494
1434,113.165898514
1437,95.0219721222
1438,104.646910706
1440,113.016751251
1441,112.83508873
1442,94.7297405243
1444,112.969029007
1445,95.2063033295
1446,104.542607574
1448,94.1118240356
1453,94.4526573944
1454,112.756338425
1455,95.0185577393
1456,112.828680038
1458,112.756338425
1459,94.1776447296
1461,94.728506012
1465,94.0322216797
1466,112.900793533
1469,94.9893556213
1472,94.4526573944
1474,94.6655448914
1477,113.02346283
1479,112.860058975
1482,94.2897454834
1483,77.9648618785
1487,94.9617311859
1488,112.864282684
1490,112.990595932
1492,112.616531601
1494,116.459384842
1496,104.406906662
1497,95.0738800049
1499,95.1553073883
1502,94.5555442047
1507,112.864608536
1508,94.1867304993
1509,112.860058975
1511,94.2660186768
1512,113.075246811
1513,115.812245102
1514,104.525606842
1518,112.968382416
1519,93.7929183197
1522,112.925486069
1524,77.9648618785
1527,94.7297405243
1529,93.9376410675
1532,104.022072525
1536,112.971179047
1537,116.438650818
1539,105.316846695
1542,112.783705978
1543,94.6322390747
1544,104.589220734
1545,77.9648618785
1550,94.6322390747
1551,113.008527679
1554,104.5462603
1556,104.546994095
1559,94.0988006592
1560,77.9648618785
1562,94.939274826
1566,93.7971641541
1567,112.960033493
1569,104.008661499
1570,113.790639191
1571,112.925486069
1574,94.1882539368
1578,104.546994095
1580,93.9970569611
1583,113.143396149
1584,94.1882539368
1585,113.07401329
1586,94.4740254211
1587,113.043803406
1588,93.7929183197
1590,115.721865311
1592,103.838370743
1596,112.387588806
1598,112.772474442
1599,94.6322390747
1604,116.240010147
1606,103.789536972
1607,95.1650608063
1608,103.849876709
1609,116.534034958
1611,95.0806137085
1613,95.2751558685
1616,95.2341094971
1619,113.122392044
1620,93.9741687775
1621,112.961577301
1622,94.6303713989
1625,111.754235611
1627,116.534034958
1629,112.851113281
1634,94.9418634796
1636,94.6616687775
1638,103.988831558
1639,94.7382943726
1641,95.1506497955
1643,95.1040740967
1644,103.897085266
1645,116.462585144
1646,94.7866470337
1647,104.5462603
1648,94.8157439423
1652,94.0008095551
1653,113.022454605
1656,94.094743042
1658,94.6359916687
1659,112.829371796
1661,94.8245278931
1663,95.1650608063
1664,113.192523346
1665,95.0223103333
1666,104.546994095
1667,103.774004288
1668,77.9648618785
1669,103.788083496
1670,95.1052354431
1672,113.055352631
1674,113.149097824
1677,112.867482986
1678,94.0277710724
1679,112.9637117
1680,94.4486962128
1683,104.111646118
1686,104.209728165
1687,112.071128693
1689,113.174693069
1690,94.3091538239
1691,116.440194626
1692,113.290640259
1693,94.1920065308
1695,94.634513092
1696,94.4579334259
1697,112.829371796
1700,104.546994095
1701,94.982036438
1702,113.045347214
1703,93.7984371948
1704,113.132109146
1706,95.1789328003
1707,113.544487228
1708,94.8165929413
1710,94.9988883209
1711,104.015932388
1713,104.006830063
1717,104.007809219
1719,104.546994095
1720,94.6394060516
1722,95.0208317566
1725,103.838370743
1726,94.8165929413
1727,104.849105911
1729,112.881400375
1730,94.0008095551
1731,113.068832779
1733,104.546994095
1734,95.0208317566
1735,112.071128693
1738,95.2751558685
1742,95.0154971313
1745,113.149097824
1747,94.982036438
1749,94.8255716705
1751,94.8215748596
1752,77.9648618785
1753,103.771740494
1754,94.7210021973
1755,95.1977988434
1756,105.299773712
1758,113.240985641
1759,95.0223103333
1760,104.925558548
1761,113.056595459
1762,94.1842443848
1763,112.798498154
1764,95.4734382629
1766,95.0912057495
1768,94.7718136597
1769,77.9648618785
1771,113.084440308
1772,94.7431538391
1773,104.023310699
1774,95.0407048798
1775,113.056842499
1777,113.066242599
1779,95.0223103333
1780,105.29089859
1787,93.7984371948
1788,94.5862202454
1790,94.8157439423
1796,112.94968483
1801,93.7664813995
1803,94.7854282379
1807,112.865899582
1809,113.397764359
1812,94.4959789276
1813,112.842150803
1814,94.3127210236
1815,113.047026825
1816,94.5475850677
1818,93.8763489532
1820,94.1791156006
1821,113.808953247
1822,95.06793396
1825,94.5229189301
1826,103.967992935
1828,94.7854282379
1831,103.9141185
1836,112.891093903
1837,94.7012012482
1841,94.6370056152
1844,103.773426514
1848,94.5575339508
1851,105.268907242
1852,95.1884617615
1853,93.997455368
1854,112.789943237
1856,95.0411573792
1859,113.397764359
1860,94.7899510956
1861,77.9648618785
1863,104.042571106
1865,94.7082212067
1866,105.264313583
1867,95.0826495361
1868,93.7681214905
1872,94.7395217896
1879,95.0323880005
1880,103.962026749
1882,94.7038516998
1885,104.063706665
1887,103.940326004
1888,95.0424868774
1890,113.265799637
1894,95.2428639984
1895,103.761826096
1896,94.823348465
1897,112.904112244
1900,112.819356461
1901,94.0702613831
1902,113.271144485
1905,93.9809895325
1906,112.689622955
1912,104.499054642
1915,94.7890338135
1916,103.95889061
1917,94.8540405273
1918,103.967992935
1920,77.9648618785
1923,94.6864987946
1924,104.014329681
1925,94.7854282379
1930,116.429519501
1932,112.652528534
1933,94.6752696991
1934,113.345342026
1935,94.0702613831
1940,77.9648618785
1941,94.3948336029
1942,112.721974564
1943,94.4834860229
1944,93.7468076324
1945,112.331673584
1948,116.33866539
1949,94.2388129425
1952,94.9796260071
1954,94.1597146606
1955,112.655514679
1958,94.4842372894
1959,77.9648618785
1960,112.693731689
1963,95.0692575836
1965,94.7793470764
1968,104.055721512
1969,95.1884617615
1971,95.0692575836
1972,112.82466713
1973,93.768491745
1975,93.767642746
1977,94.9314159393
1978,94.6030936432
1979,112.763938904
1981,93.767642746
1982,113.063341751
1987,112.931294785
1988,93.7706010437
1993,95.0866423035
1997,94.5497581482
1999,94.7890338135
2001,95.2428639984
2002,113.806653442
2003,94.176322937
2004,77.9648618785
2006,112.765402374
2007,94.9895301819
2009,105.243915329
2010,94.9885398865
2013,95.4399744415
2018,77.9648618785
2022,104.56711937
2024,112.600184402
2025,95.1777640533
2026,104.573254013
2030,105.243915329
2031,94.6843786621
2032,104.499054642
2033,94.7842668915
2035,93.8442285919
2036,112.71826088
2037,93.996606369
2040,95.2428639984
2043,113.493167801
2044,105.223489685
2046,104.004820023
2054,113.411964035
2055,94.8284836578
2056,105.242959137
2059,94.1519525146
2060,94.0702613831
2062,93.9162911224
2063,112.889026108
2066,95.2428639984
2067,111.968713226
2072,94.2807685852
2073,112.867462769
2074,94.6436472321
2075,113.612484131
2076,94.4623405457
2080,94.2486214447
2082,94.0702613831
2085,112.769581909
2087,113.02344162
2091,113.001671982
2092,95.0804876709
2093,105.242959137
2098,95.094495697
2101,112.693731689
2102,93.8763489532
2103,77.9648618785
2105,105.264313583
2106,94.9900184631
2107,113.601491089
2110,94.8277323914
2114,94.530748291
2115,112.71826088
2117,77.9648618785
2118,94.8242344666
2119,103.884193878
2120,94.7854282379
2122,94.0071820068
2123,112.842417831
2126,95.0692575836
2127,104.16235878
2128,94.6370056152
2129,112.634084244
2132,95.4005580902
2135,104.499054642
2138,94.7636721039
2139,116.432505646
2141,112.558516388
2142,94.6266559601
2146,95.0667980957
2151,113.078719864
2157,104.526690598
2159,113.140420456
2162,94.9900184631
2164,116.33866539
2167,94.1538670349
2168,112.754902115
2171,93.8112911987
2173,95.0692575836
2174,104.541298981
2175,94.6685870361
2178,94.9839562988
2180,95.2428639984
2185,112.756616821
2189,94.124571991
2190,111.968713226
2192,103.79043129
2194,113.667513351
2200,113.233866577
2201,94.1749993134
2203,112.776633911
2204,94.176322937
2205,113.136221848
2209,112.73632431
2213,103.962525787
2214,94.5289810944
2215,113.121378708
2216,94.1749993134
2218,94.3898516846
2219,104.073872528
2220,94.962792511
2222,93.7706010437
2223,112.773499146
2225,113.069926605
2226,94.4642473602
2230,94.8318278503
2233,111.968713226
2234,113.131993866
2235,94.176322937
2236,77.9648618785
2237,94.5637561035
2240,114.036999435
2241,94.2620805359
2248,104.535417328
2249,95.0713076019
2250,112.536235809
2252,112.766542511
2253,94.3543932343
2254,112.792073135
2256,77.9648618785
2258,94.1438220215
2259,112.680842743
2262,95.2428639984
2265,94.9934328461
2266,104.541281281
2269,94.7956826782
2271,95.1892475128
2273,93.997455368
2274,112.599193878
2275,94.1749993134
2277,94.5289810944
2279,94.176322937
2280,77.9648618785
2282,95.2428639984
2283,103.75564949
2288,93.7706010437
2289,112.808514404
2291,94.7854282379
2292,116.440978088
2297,94.962792511
2298,103.969824371
2299,94.7056404114
2300,113.130750809
2301,93.8290802765
2304,94.8284836578
2305,104.011026382
2306,95.2428639984
2308,94.4623405457
2309,113.239013519
2311,96.840393219
2312,104.589034882
2316,103.914772568
2321,103.967992935
2322,112.765402374
2325,103.957993698
2326,94.5910184479
2329,116.440978088
2330,94.5289810944
2331,103.966997986
2332,111.968713226
2333,95.2428639984
2334,103.80272583
2335,111.451706772
2337,113.120344772
2338,94.188842926
2340,111.968713226
2342,94.0644745636
2345,94.4796531677
2349,95.7329212189
2351,77.9648618785
2352,94.7854282379
2354,112.655514679
2355,116.60086647
2357,113.069926605
2358,94.4860084534
2360,95.126901474
2361,112.655514679
2364,94.7012012482
2366,95.6676942444
2369,104.63129158
2370,95.0837771606
2371,111.968713226
2373,118.919189224
2374,95.0861429596
2376,112.94058075
2378,112.590990448
2382,95.1861620331
2383,94.0990032196
2386,103.912287064
2387,95.1528549957
2389,93.9713047791
2390,112.470521317
2392,94.0744499207
2398,111.968713226
2399,94.7951973724
2400,94.2860831451
2401,113.040583649
2402,94.6389057922
2404,94.2456410217
2407,112.719088287
2408,112.466816711
2409,112.734586334
2412,77.9648618785
2413,95.1509026337
2415,94.6373348999
2420,112.318261108
2422,94.6989697266
2423,103.756384354
2426,94.8620433807
2432,94.5012934875
2434,93.9758084106
2435,93.976619339
2436,112.861732635
2438,112.574344177
2440,112.716515274
2443,94.8353231812
2444,94.2436528778
2447,104.532115326
2450,95.1380834961
2454,94.2389108276
2455,112.927927399
2459,95.265843811
2460,113.029260483
2463,94.6607453918
2465,94.3630253601
2468,77.9648618785
2469,94.1706269836
2474,93.9772176361
2478,94.5602229309
2480,94.2279816437
2481,114.037926331
2489,95.237168045
2490,105.118000946
2492,94.0645654297
2496,95.237168045
2497,112.784287643
2500,94.7797322845
2505,95.237168045
2507,93.8005535126
2508,113.130737915
2509,94.9600589752
2510,77.9648618785
2513,93.7661660767
2515,95.2413873291
2518,94.0968915558
2519,112.650806885
2520,94.0968915558
2521,113.149838028
2523,113.043916092
2525,94.6136589813
2529,113.129399948
2530,94.1742112732
2533,112.712844772
2535,94.0862679291
2538,103.936866302
2544,112.481493835
2553,112.772297287
2556,94.5869586945
2558,93.9324840546
2559,117.973021622
2560,94.5277319336
2561,112.917054901
2562,94.2677878571
2563,112.846025391
2564,93.9653845978
2565,111.944439087
2567,104.798850098
2572,94.690921402
2575,94.7819894409
2576,113.255514069
2577,93.9649569702
2578,94.9865796661
2579,112.762350769
2580,93.7726148224
2582,112.898104172
2583,94.1560229492
2587,94.5950074768
2589,112.900164337
2590,94.7939453125
2591,113.13434288
2594,94.1387684631
2597,95.06775383
2598,104.46267189
2599,95.1489787292
2600,103.702008133
2602,112.712489395
2603,94.6642512512
2604,104.758356323
2606,112.692571335
2607,77.9648618785
2608,94.2476728058
2613,113.095623779
2614,94.0916252899
2615,112.719122696
2617,112.874764252
2620,93.9574087524
2623,112.915244675
2624,94.4235626984
2627,113.095623779
2629,77.9648618785
2630,93.708571701
2632,95.0184884644
2636,94.2081214905
2639,94.5599663544
2640,103.987828369
2642,113.094285812
2644,104.433843689
2646,113.178104858
2647,94.2081214905
2649,94.7425593567
2650,108.735864944
2652,104.433843689
2653,103.527954559
2655,108.937589417
2657,111.908425827
2659,112.608278961
2662,94.0509004211
2663,114.012707596
2664,95.0168781281
2665,104.282063904
2670,94.7910926819
2671,103.960236969
2672,94.9518287659
2675,104.433843689
2677,112.829791183
2679,112.718744049
2683,112.83521553
2684,94.4464616394
2685,94.5934371948
2688,103.894453888
2689,94.9501348114
2690,103.779184723
2693,94.6622844696
2694,112.954379654
2697,101.194038467
2699,94.7433499146
2703,94.3301396942
2705,103.887436829
2709,77.9648618785
2710,94.5233310699
2711,112.758041
2712,94.9395709229
2713,95.287769165
2714,113.05897049
2715,93.7443948364
2717,93.715002594
2718,112.580975571
2720,113.094185638
2721,94.7817542267
2726,94.8723323822
2728,94.4839686584
2731,103.689447632
2732,112.604212265
2734,94.2078501129
2736,104.427859497
2737,95.0043313599
2738,103.671903687
2739,113.083865585
2746,94.3475958252
2749,103.722348938
2751,116.314031982
2752,103.823975983
2753,94.6602869415
2757,105.057415848
2758,94.902071228
2759,112.753080826
2760,94.7857377625
2762,112.71241539
2764,94.8101276398
2765,112.540404205
2769,113.016092224
2771,112.965749512
2774,94.4752613831
2776,94.1303734589
2777,113.061169586
2778,94.0176212311
2779,112.83446167
2782,93.7754921722
2784,94.2530873871
2787,94.2555213928
2789,95.0890864563
2792,95.0217788696
2798,95.2361732483
2799,104.416605759
2800,94.7873205566
2801,77.9648618785
2802,94.1414064026
2804,94.6239331055
2807,104.464222183
2808,95.2251869965
2809,117.34504776
2811,115.67002121
2812,94.6945093536
2814,93.715002594
2816,94.7817542267
2817,113.019943085
2818,112.413224335
2820,112.670986938
2821,77.9648618785
2822,94.8723323822
2823,103.961105957
2824,94.7772802734
2826,94.0681745148
2829,93.9474969482
2834,94.4839686584
2835,77.9648618785
2838,95.2834524536
2839,112.675552826
2840,93.8299424744
2841,112.852167892
2842,95.1962628174
2846,113.472236099
2848,94.9008001709
2849,93.7513541412
2850,113.057909012
2851,94.9434172821
2853,94.2155932617
2854,113.090219116
2858,113.203525772
2861,95.149294281
2864,94.0166012573
2865,114.01203476
2866,112.713592529
2867,93.7153153229
2868,112.812124939
2870,112.772513275
2877,94.7817542267
2878,113.091557083
2880,112.883805389
2882,77.9648618785
2883,95.1307695007
2884,103.894392242
2885,94.4839686584
2887,95.1962628174
2888,112.937599564
2889,95.0216906738
2890,104.427859497
2891,96.7961628723
2892,116.291641541
2893,94.4574330139
2898,113.142274704
2899,94.7738713074
2900,112.83308876
2901,94.7081645966
2909,94.9152256012
2910,112.858247681
2911,112.954449234
2913,112.712851639
2914,95.3583849335
2918,94.2308631897
2919,112.868520508
2920,94.1732653046
2921,113.091557083
2922,95.1886271667
2923,103.673605499
2925,112.650444336
2926,93.7153153229
2927,113.090219116
2929,112.810040817
2933,94.2518083954
2934,112.818120422
2936,112.50804306
2941,104.319697189
2942,94.5233310699
2943,112.546557541
2945,103.874047546
2950,93.7264875793
2951,112.771917038
2953,116.922798843
2954,94.7176939392
2955,103.925880661
2956,95.0787766266
2960,95.1426463318
2962,94.4974107361
2963,105.44172287
2964,104.427859497
2966,77.9648618785
2967,94.4596702576
2968,113.059934082
2969,93.7139826202
2971,94.0114971161
2972,94.9152256012
2974,94.6179967499
2975,113.053015594
2977,116.314031982
2980,112.907305069
2981,94.2201047516
2983,95.0356921387
2984,105.154089966
2985,116.39116333
2986,104.722982635
2987,94.9152256012
2989,94.7388270569
2990,112.783148575
2991,94.7482271576
2992,77.9648618785
2995,101.194038467
2996,103.724159012
3002,113.29064949
3004,112.799147034
3005,116.39116333
3006,94.9042965698
3010,95.1307695007
3011,104.898799591
3014,93.7153153229
3015,94.3144036102
3016,94.946831665
3017,112.701822815
3018,94.0806984711
3021,103.694072266
3024,104.427859497
3028,94.3439902496
3030,94.0166012573
3032,94.7402865601
3039,94.7767472839
3040,103.876689758
3041,95.2810725403
3043,94.4129408264
3044,112.785642471
3046,112.599329453
3055,93.8242775726
3056,112.676149063
3058,93.9475499725
3059,112.40888031
3061,116.291641541
3063,103.992210922
3066,95.026342392
3067,104.429666443
